Name,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
SS Hyderabad Biryani," 332, Opposite To Perambur Sub Register Office, Gopal Colony, Paper Mills Road, Perambur, Chennai",Perambur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Chicken Biryani', ' Shawarma', ' Bread Halwa']",500,4.1,445,4.4,11,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Table Reservation Not Required']"
SS Hyderabad Biryani," 2/550, GNT Road, Red Hills, Chennai",Red Hills,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,4.1,421,4.2,3852,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
SS Hyderabad Biryani," 143/57, Jani Jahn Khan Road, Near Presentation Church, Royapettah, Chennai",Royapettah,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Bucket Biryani', ' Chicken 65', ' Tandoori Chicken', ' Hyderabadi Biryani']",500,4.1,364,4.4,3308,"['Home Delivery', 'Indoor Seating']"
SS Hyderabad Biryani," 975, Ameer Complex, Near Kaladipet market, T.H.Road, Tiruvottiyur, Chennai",Tiruvottiyur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,3.9,267,4.5,2307,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
SS Hyderabad Biryani," A1, SIDCO, 2nd Main Road, Kaviyarasu Kannadasan Nagar, Near Bharat Petroleum, Kodungaiyur, Perambur, Chennai",Perambur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,4.1,182,4.3,7527,"['Home Delivery', 'Indoor Seating']"
SS Hyderabad Biryani," 16/2, Seniyamman Koil Street, Tondiarpet, Washermenpet, Chennai",Washermenpet,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,4,179,4.4,2727,"['Home Delivery', 'Serves Halal', 'Indoor Seating']"
SS Hyderabad Biryani," 45/66, M.H.Road, Near Revathy Thanga Maligai, Perambur, Chennai",Perambur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Chicken Grill', ' Biryani']",500,4.1,269,None,Not enough Delivery Reviews,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Table Reservation Not Required']"
SS Hyderabad Biryani," 142, N.M Road, Near Ramarathna Theate, Avadi, Chennai",Avadi,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",['Biryani'],500,4,205,4.2,638,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Catering Available']"
SS Hyderabad Biryani," 154/319, Linghi Chetty Street, Near Andhra Bank Zonal Office, Parrys, Chennai",Parrys,"['Biryani', ' North Indian', ' Chinese', ' Arabian']","['Biryani', ' Brinjal Curry']",500,3.9,156,4.3,1025,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
SS Hyderabad Biryani," 52, SS Complex, CTH Road, Thirumullaivoyal, Near Reebok Showroom, Ambattur, Chennai",Ambattur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,3.7,138,4.2,716,"['Home Delivery', 'Indoor Seating']"
SS Hyderabad Biryani," 8/12, Perambur High Road, Saraswathy Square, Perambur, Chennai",Perambur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,3.9,122,4.2,1310,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
SS Hyderabad Biryani," 57, Bangalore Highway Road, Irungattukottai, Sriperambadur, Poonamalle, Chennai",Poonamalle,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,3.7,80,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
SS Hyderabad Biryani," 14, Redhills Main Road, Pudur, Ambattur, Chennai",Ambattur,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,3.8,76,4.2,2933,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
SS Hyderabad Briyani," 80/13, Thambu Chetty St, Mannady, George Town, Chennai",George Town,"['Biryani', ' North Indian', ' Chinese', ' Arabian']",Invalid,500,3.3,11,None,Not enough Delivery Reviews,"['Home Delivery', 'Serves Halal', 'Indoor Seating']"
KFC," Number 5, GST Road, Tambaram Sanatorium, Chromepet, Chennai",Chromepet,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Chicken Bucket', ' Popcorn', ' French Fries']",500,4.1,967,4.2,14700,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Card Upon Delivery']"
KFC," 43/44, 11th Avenue, Near Udhayam Cinema Hall, Ashok Nagar, Chennai",Ashok Nagar,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Zinger Burger', ' Crispy Chicken', ' Hot Wings', ' Chicken Bucket', ' Chicken Wings', ' Ginger Chicken']",500,4,748,3.9,10700,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 166/24, Kodambakkam High Road, Nungambakkam, Chennai",Nungambakkam,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Fries', ' Wings', ' Chicken Zinger Burger', ' Chicken Bucket', ' Chicken Popcorn', ' Boneless Chicken']",500,3.8,890,4,14500,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 172/995 J, 12th Main Road, 2nd Avenue, Anna Nagar West, Chennai",Anna Nagar West,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Hot Wings', ' Rice Bowl', ' Virgin Mojito', ' Crispy Chicken', ' Chicken Wings', ' French Fries']",500,3.9,828,4.1,9903,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 1/C1, Kambar Salai, Opposite Grand Sweets, Mogappair, Chennai",Mogappair,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Chicken Fries', ' Chicken Bucket', ' Popcorn Chicken', ' Hot Wings', ' French Fries']",500,4,681,3.8,9086,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 185, 3rd Cross, Velachery Tambaram Main Road, Velachery, Chennai",Velachery,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Chicken Bucket', ' Hot Wings', ' Zinger Burger', ' Crispy Chicken']",500,3.3,821,3.7,11200,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 181 B, Rajarajan Layout, Okkiyam, Thuraipakkam, Chennai",Thuraipakkam,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Chicken Zinger Burger', ' Paneer Zinger Burger', ' Chicken Wings', ' Chicken Fries', ' Burger Meal', ' Chicken Bucket', ' Rice Bowl']",500,3.1,1201,3.8,20,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 1/445, Ground Floor, Mount Ponamallee Road, Opposite Ramachandra Hospital, Porur, Chennai",Porur,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Chicken Bucket']",500,4.1,755,3.8,10200,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Group Meal', 'Indoor Seating', 'Wifi']"
KFC," 32/21, Mount Poonamalle High Road, Near MIOT Hospital, Ramapuram, Chennai",Ramapuram,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Chicken Bucket', ' Chicken Wings', ' French Fries']",500,3.7,636,3.8,9746,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 18, Ground & 1st Floor, Pondy Bazaar, Sir Thyagaraya Road, T. Nagar, Chennai",T. Nagar,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Mojito', ' Hot Wings', ' Chicken Zinger Burger', ' Chicken Popcorn']",500,3.8,574,4,6881,"['Home Delivery', 'Wifi', 'Card Upon Delivery', 'Free Parking', 'Indoor Seating']"
KFC," Plot 6, Survey 4/48, Raghava Nagar, Medavakkam High Road, Madipakkam, Chennai",Madipakkam,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Chicken Bucket', ' Rice Bowl', ' Hot Wings']",500,3.9,502,3.7,7867,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 55 A, Ground Floor, Opposite Nilgiris, Santhome High Road, Santhome, Chennai",Santhome,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' French Fries']",500,3.9,304,3.9,4090,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 1/74, East Coast Road, Kottivakkam, Chennai",Kottivakkam,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Crispy Chicken', ' Fries', ' Hot Wings']",500,3.6,471,3.9,7831,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 208 A, Camp Road Junction, Selaiyur, Chennai",Selaiyur,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']",Invalid,500,4,625,4,6320,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating']"
KFC," H 136/1, 6th Avenue, Elliots Beach, Besant Nagar, Chennai",Besant Nagar,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Popcorn Chicken', ' Zinger Burger', ' Hot Wings', ' Crispy Chicken', ' Chicken Bucket', ' French Fries']",500,3.6,503,4,5750,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 46, Survey 89/2 B, Madavilagam, Nazareth Pattai, Chennai Bangalore Highway, Poonamalle, Chennai",Poonamalle,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Veg Burger']",500,3.9,454,4,2622,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 185, 3rd Cross, Velachery Tambaram Main Road, Velachery, Chennai","Phoenix Market City, Velachery","['Burger', ' Fast Food', ' Beverages']","['Chicken Bucket', ' Hot Wings', ' Zinger Burger', ' Choco Lash', ' Hash Brown', ' Crispy Chicken']",500,2.7,367,4.3,1588,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 239, Ground Floor, Jawaharlal Nehru Salai, Koyambedu, Chennai",Koyambedu,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Fries', ' Popcorn Chicken', ' Chicken Zinger Burger', ' Crispy Chicken', ' Chicken Snacker', ' Wings']",500,3.6,323,4.2,4244,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']"
KFC," 33, Coromandal Plaza, OMR Road, Navallur, Chennai",Navallur,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Choco Lash', ' Hot Wings', ' Chicken Bucket', ' Popcorn Chicken', ' Smoked Chicken', ' Chicken Fries']",500,4.1,867,4,11,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery', 'Wifi']"
KFC," 3rd Floor, Chennai Citi Centre, Dr. Radhakrishnan Salai, Mylapore, Chennai","Chennai Citi Centre, Mylapore","['Burger', ' Fast Food', ' Beverages']","['Burgers', ' Rice Bowl', ' Hot Wings', ' Zinger Burger', ' Chicken Burger', ' Popcorn', ' Chicken Bucket']",500,3.8,799,4.3,3888,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Rooftop', 'Card Upon Delivery']"
KFC," 2, Floor 1, GST Road, Thailavaram, Guduvanchery, Chengalpet, Kanchipuram District, Chennai",Kanchipuram District,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Rice Bowl']",500,4.1,306,4.2,6358,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 1, 627, Nelson Manickam Road, Poonamalee High Road, Aminijikarai, Chennai","Ampa Skywalk Mall, Aminijikarai","['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Burgers', ' Wings', ' Zinger Burger']",500,3.8,473,4,4539,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Card Upon Delivery']"
KFC," Ground Floor, Forum Vijaya Mall, Arcot Road, Vadapalani, Chennai","Forum Vijaya Mall, Vadapalani","['Burger', ' Fast Food', ' Finger Food', ' Beverages']","['Crispy Chicken', ' Chicken Popcorn', ' Chicken Fries', ' Hot Wings', ' Chicken Bucket', ' French Fries']",500,3.8,468,4,4554,"['Home Delivery', 'Wheelchair Accessible', 'Mall Parking', 'Indoor Seating', 'Wifi', 'Card Upon Delivery']"
KFC," 3rd Floor, Express Avenue Mall, Royapettah, Chennai",Royapettah,"['Burger', ' Fast Food', ' Beverages']",Invalid,450,4,340,3.9,62,"['Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Card Upon Delivery']"
KFC," 27/28, Chennai-Bangalore Highway, Karaipettai, Kanchipuram District, Chennai",Kanchipuram District,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']",Invalid,500,3.7,18,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery']"
KFC," Shop FF-001, Survey 93/1C/2B-180, SKLS Galaxy Mall, G.N.T Road, Red Hills, Chennai",Red Hills,"['Burger', ' Fast Food', ' Finger Food', ' Beverages']",Invalid,500,2.6,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Card Upon Delivery']"
KFC," Shop C 01 & C 02, Second Floor, Marina Mall, Egattur Village, Egatoor, Chennai",Egatoor,"['Burger', ' Fast Food', ' Beverages']",Invalid,450,3.5,22,3.9,246,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery']"
Savoury Sea Shell," 55, Ali Tower, Greams Road, Opposite IDBI Bank, Thousand Lights, Chennai",Thousand Lights,"['Chinese', ' BBQ', ' South Indian']","['Chicken Grill', ' Shawarma', ' Bbq Chicken', ' Mutton Biryani', ' Mutton Raan', ' Chicken Shawarama', ' Kerala Parotta']",750,4.2,825,4.2,7485,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Catering Available']"
Savoury Sea Shell," 391/1, Old Mahabalipuram Road, Nehru Nagar, Kandanchavadi, Perungudi, Chennai",Perungudi,"['Arabian', ' Kerala', ' Chinese', ' Biryani', ' North Indian']","['Shawarma', ' Chicken Grill', ' Brownie', ' Faluda', ' Mutton Raan', ' Biryani', ' Butter Chicken']",800,4,1223,4,13500,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended', 'Card Upon Delivery']"
Savoury Sea Shell," Vivekananda Nagar, Thuraipakkam, Chennai",Thuraipakkam,"['Arabian', ' Chinese', ' Kerala', ' Biryani', ' North Indian']","['Shawarma', ' Chicken Grill', ' Bbq Chicken', ' Brownie', ' Dragon Potato', ' Sea Food', ' Fish']",800,3.9,754,3.7,6865,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Savoury Sea Shell," 3, 3rd Cross Street, Vijaya Nagar, Velachery, Chennai",Velachery,"['Arabian', ' Chinese', ' Kerala', ' North Indian', ' Seafood', ' Biryani']","['Shawarma', ' Fish', ' Chicken Grill', ' Lassi', ' Brownie', ' Biryani', ' Faluda']",800,3.9,654,3.8,4690,"['Home Delivery', 'Table booking recommended', 'Catering Available', 'Indoor Seating', 'Card Upon Delivery']"
Savoury Sea Shell," 1, 3, 4/1, Thazhambur Post, Rajiv Gandhi Salai, OMR, Egatoor, Chennai",Egatoor,"['Arabian', ' Chinese', ' North Indian', ' Lebanese', ' Salad']",Invalid,1400,2.7,68,3.9,569,"['Home Delivery', 'Buffet', 'Table booking recommended', 'Card Upon Delivery', 'Indoor Seating']"
Sangeetha Veg Restaurant," 2/96 B, Sri Nilayam, Old Mahabalipuram Road, Thuraipakkam, Chennai",Thuraipakkam,"['South Indian', ' North Indian', ' Chinese']","['Coffee', ' Faluda', ' Pongal', ' Rava Dosa', ' Vada', ' Lassi', ' Pav Bhaji']",500,4.2,1565,4.2,45500,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table booking recommended', 'Serves Jain Food']"
Sangeetha Veg Restaurant," 11/8, Velachery Main Road, Medavakkam, Chennai",Medavakkam,"['South Indian', ' North Indian', ' Chinese', ' Mithai']","['Pongal', ' Faluda', ' Thali', ' Panneer Butter Masala', ' Manchurian', ' Tikka', ' Masala Dosa']",600,4.2,884,4.1,27,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Serves Jain Food']"
Sangeetha Veg Restaurant," Perambur High Road, Perambur, Chennai",Perambur,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Chettinad', ' Mughlai']","['Masala Dosa', ' Panneer Butter Masala', ' Naan', ' Faluda', ' Curd Vadai', ' Filtered Coffee']",650,4.2,487,4.3,24100,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sangeetha Veg Restaurant," 7, Gandhi Nagar, 1st Main Road, Adyar, Chennai",Adyar,"['North Indian', ' Chinese']","['Filtered Coffee', ' Masala Dosa', ' Butter Naan', ' Pav Bhaji', ' Curd Rice', ' Thali', ' Mint Lime Cooler']",500,4.3,1260,4.1,14200,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table reservation required', 'Serves Jain Food', 'Indoor Seating', 'Catering Available']"
Sangeetha Veg Restaurant," 51, Ganpathy Nagar, 150 Feet Bypass Road, Velachery, Chennai",Velachery,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Chettinad', ' Mughlai']","['Filtered Coffee', ' Pongal', ' Onion Rava Dosa', ' Naan', ' Faluda', ' Mushroom Chukka', ' Paratha']",650,4.1,1159,4.1,28800,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table reservation required', 'Catering Available']"
Sangeetha Veg Restaurant," 91, Shivalaya Complex, Ethiraj Street, Egmore, Chennai",Egmore,"['South Indian', ' North Indian', ' Chinese']","['Coffee', ' Masala Dosa', ' Vada', ' Rava Dosa', ' Gulab Jamun', ' Curd Rice', ' Paratha']",700,4.3,519,4.2,13100,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table reservation required', 'Indoor Seating']"
Sangeetha Veg Restaurant," 24, South Mada Street, Mylapore, Chennai",Mylapore,"['South Indian', ' North Indian', ' Chinese', ' Fast Food']","['Rava Dosa', ' Masala Dosa', ' Coffee', ' Idli', ' Pongal', ' Vada', ' Curd Rice']",500,4,450,4.3,13600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Sangeetha Veg Restaurant," 1A/1B, Rajiv Gandhi Salai, Navallur, Chennai",Navallur,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Chettinad', ' Mughlai']","['Filtered Coffee', ' Masala Dosa', ' Tomato Soup', ' Thali', ' Tea', ' Paneer Tikka', ' Naan']",650,4.2,432,4,17100,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Table reservation required', 'Indoor Seating', 'Catering Available']"
Sangeetha's Desi Mane," 23/35,10th Avenue, Ashok Nagar, Chennai",Ashok Nagar,"['South Indian', ' North Indian', ' Chinese', ' Chettinad', ' Beverages']","['Faluda', ' Paneer Tikka', ' Coffee', ' Curd Rice', ' Pongal', ' Malai Kofta', ' Tandoori Roti']",750,4.1,514,4.1,10400,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sangeetha Veg Restaurant," 19, Jawaharlal Nehru Road, Koyambedu, Koyambedu, Chennai",Koyambedu,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Chettinad', ' Mughlai']","['Coffee', ' Pongal', ' Paratha', ' Tea', ' Butter Naan', ' Faluda', ' Panneer Butter Masala']",650,4.1,426,4.1,16700,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table booking recommended']"
Sangeetha Veg Restaurant," 65, Anna Salai, Guindy, Chennai",Guindy,"['South Indian', ' North Indian', ' Chinese', ' Chettinad']","['Filtered Coffee', ' Tomato Soup', ' Tea', ' Plain Dosa', ' Masala Dosa']",500,3.9,325,4,7998,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']"
Sangeetha Veg Restaurant," 23, Gandhi Irwin Road, Opposite Railway Station, Egmore, Chennai",Egmore,"['South Indian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']","['Masala Dosa', ' Vegetable Biryani', ' Paratha', ' Veg Thali']",400,3.9,341,4.1,10800,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sangeetha Fast Foods," 10/2, 4th Main Road, 3rd Cross Junction, RA Puram, Chennai",RA Puram,"['North Indian', ' Chinese', ' South Indian', ' Fast Food']","['Filtered Coffee', ' Vada', ' Podi Dosa', ' Paratha', ' Idli', ' Pongal', ' Masala Dosa']",500,3.8,308,4.5,7986,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Sangeetha Veg Restaurant," 1/596, Perungalathur, GST Road, Chennai",GST Road,"['South Indian', ' North Indian', ' Chinese', ' Chettinad']","['Filtered Coffee', ' Masala Dosa']",500,3.9,358,4.2,8962,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
